decoy_bad,seed,method,worst_case,robust_gap,avg_ref,decoy_mass,entropy,kl_to_ref,robust_opt_value
0.02,5,INPO-avg,0.19608993876920375,0.10972233872628048,0.5285014627692992,0.24165008997999088,1.8247224423270367,0.25471909935279896,0.30581227749548423
0.02,5,MNPO-hist-avg,0.20617646827253222,0.09963580922295201,0.5116125405098599,0.14635578838539745,2.04504611219528,0.03439542948455633,0.30581227749548423
0.02,5,HT-MNPO-mix,0.19433707802847572,0.11147519946700851,0.5289835215290866,0.23115301926591914,1.8205374239980414,0.2589041176817941,0.30581227749548423
0.02,5,RONPO,0.28091352710093664,0.024898750394547586,0.5278775670545521,0.3145697982444841,1.425439345689508,0.6540021959903273,0.30581227749548423
0.02,6,SPPO-avg,0.022269304250854088,0.2682923177400142,0.5237333311689232,0.9881114137385957,0.07417753316215887,2.0052640085176767,0.2905616219908683
0.02,6,INPO-avg,0.19329238159767986,0.09726924039318846,0.5309841843590323,0.24650824316624187,1.8022276338149563,0.27721390786487904,0.2905616219908683
0.02,6,MNPO-hist-avg,0.2049923963592134,0.08556922563165492,0.5126584233393737,0.14661996370133523,2.0419538426928283,0.03748769898700753,0.2905616219908683
0.02,6,HT-MNPO-mix,0.1914300276511275,0.09913159433974084,0.5317576049749001,0.23673411403545053,1.794973039752206,0.28446850192763007,0.2905616219908683
0.02,6,RONPO,0.2808356529436017,0.009725969047266636,0.5258758443202443,0.31448357882856826,1.426096424471818,0.6533451172080179,0.2905616219908683
0.02,7,SPPO-avg,0.024044335881028972,0.2724561931310031,0.5235950553233076,0.9881439881284857,0.07534404697229236,2.0040974947075436,0.29650052901203205
0.02,7,INPO-avg,0.20753815135939688,0.08896237765263518,0.5265505865762025,0.2390721356859617,1.8368219486952184,0.24261959298461733,0.29650052901203205
0.02,7,MNPO-hist-avg,0.20519096658705516,0.0913095624249769,0.5106380659190753,0.14614216325615237,2.047703523103791,0.031738018576044774,0.29650052901203205
0.02,7,HT-MNPO-mix,0.20715832810537788,0.08934220090665418,0.5272591939361319,0.22833171941227756,1.834410213038527,0.24503132864130886,0.29650052901203205
0.02,7,RONPO,0.28075006057724133,0.01575046843479072,0.5234717616171332,0.3143592424927261,1.427361710445272,0.6520798312345635,0.29650052901203205
0.02,8,SPPO-avg,0.022235569461860116,0.27081533295466786,0.5238978082934552,0.9880275266691545,0.07409588137959917,2.0053456603002364,0.293050902416528
0.02,8,INPO-avg,0.19041328381722192,0.10263761859930606,0.5395137979739985,0.261365262820506,1.7357808642415367,0.3436606774382992,0.293050902416528
0.02,8,MNPO-hist-avg,0.20554035932424683,0.08751054309228115,0.5172014169744195,0.14778496511162315,2.028438808595709,0.05100273308412687,0.293050902416528
0.02,8,HT-MNPO-mix,0.18830444717455241,0.10474645524197557,0.5406387789939527,0.2523507868254586,1.7250254458322924,0.3544160958475432,0.293050902416528
0.02,8,RONPO,0.2808858283531641,0.012165074063363868,0.5285751009189127,0.31449631761561675,1.4251405512859838,0.6543009903938515,0.293050902416528
0.02,9,SPPO-avg,0.023159204884201944,0.2672699025055359,0.5236666741299786,0.9881407852620888,0.07724629297938822,2.0021952487004477,0.2904291073897378
0.02,9,INPO-avg,0.20169042221632744,0.08873868517341038,0.529473060622801,0.24389597306061025,1.8142735528366758,0.2651679888431602,0.2904291073897378
0.02,9,MNPO-hist-avg,0.20572237892885414,0.08470672846088367,0.5119859156672516,0.1464658623041955,2.043832157250686,0.035609384429149515,0.2904291073897378
0.02,9,HT-MNPO-mix,0.20057505033929873,0.08985405705043908,0.5302261629947252,0.2333229256274059,1.8096987870858237,0.26974275459401215,0.2904291073897378
