rho,seed,method,worst_case,robust_gap,avg_ref,entropy,kl_to_ref,robust_opt_value
0.5,5,INPO-avg,0.2559799975016325,0.017259542012857343,0.5358113570955043,2.234842004353279,0.2500646454347206,0.2732395395144898
0.5,5,MNPO-hist-avg,0.3177588935954614,-0.044519354080971574,0.5257942585983619,2.413393041257671,0.07151360853032904,0.2732395395144898
0.5,5,HT-MNPO-mix,0.25483939673939937,0.018400142775090444,0.535934702762777,2.232209217548907,0.2526974322390938,0.2732395395144898
0.5,5,RONPO,0.34168056286787646,-0.06844102335338664,0.528438545006496,2.3421539804620646,0.1427526693259354,0.2732395395144898
0.5,6,SPPO-avg,0.20947950959829806,0.11351085218568394,0.5703053875209612,1.5427346703392602,0.9421719794505181,0.322990361783982
0.5,6,INPO-avg,0.32994299593999676,-0.00695263415601477,0.5464781284350719,2.217797417162318,0.2671092326256825,0.322990361783982
0.5,6,MNPO-hist-avg,0.2896727460593543,0.033317615724627714,0.530682194642111,2.4050820203610486,0.07982462942695154,0.322990361783982
0.5,6,HT-MNPO-mix,0.3278313623362371,-0.004841000552255115,0.5465794955937118,2.2165058686680035,0.2684007811199968,0.322990361783982
0.5,6,RONPO,0.34354393115317283,-0.02055356936919084,0.5352436974940216,2.2629967404654634,0.22190990932253687,0.322990361783982
0.5,7,SPPO-avg,0.017167437051771543,0.2898799721574953,0.608391224386833,0.6835365961191574,1.8013700536715536,0.3070474092092668
0.5,7,INPO-avg,0.2482541853638345,0.05879322384543231,0.5746606995302208,1.9259718053548904,0.5589348444331099,0.3070474092092668
0.5,7,MNPO-hist-avg,0.24731875620413424,0.05972865300513258,0.5418221840093825,2.3658603511635246,0.11904629862447559,0.3070474092092668
0.5,7,HT-MNPO-mix,0.24560670995406078,0.06144069925520604,0.5753654682764175,1.908793710013918,0.5761129397740822,0.3070474092092668
0.5,7,RONPO,0.3179221495055581,-0.010874740296291263,0.5395400767635803,2.2773139131456626,0.20759273664233824,0.3070474092092668
0.5,8,SPPO-avg,0.02434255476500865,0.26456665220626663,0.5696348738328297,0.6991939578649431,1.7857126919238395,0.28890920697127526
0.5,8,INPO-avg,0.23229881610508438,0.05661039086619088,0.5235967492591318,2.2598393020167626,0.22506734777123735,0.28890920697127526
0.5,8,MNPO-hist-avg,0.25393640193760586,0.034972805033669396,0.5118100432122688,2.449177714989589,0.03572893479841158,0.28890920697127526
0.5,8,HT-MNPO-mix,0.23016690763260053,0.058742299338674725,0.5238740849668121,2.252986966510811,0.23191968327718943,0.28890920697127526
0.5,8,RONPO,0.3322266809157406,-0.043317473944465335,0.5150162099095863,2.364788637978856,0.12011801180914478,0.28890920697127526
0.5,9,SPPO-avg,0.2050026651223971,0.09438378808883832,0.5405597903320293,1.4908816859481482,0.9940249638408666,0.2993864532112354
0.5,9,INPO-avg,0.26046815757797764,0.03891829563325777,0.54002403057686,2.1531350200510144,0.33177162973698604,0.2993864532112354
0.5,9,MNPO-hist-avg,0.33920606418990285,-0.03981961097866743,0.5244047030566279,2.411708948314677,0.07319770147332329,0.2993864532112354
0.5,9,HT-MNPO-mix,0.2576321317875455,0.0417543214236899,0.5403609163470401,2.146084106258969,0.3388225435290313,0.2993864532112354
0.5,9,RONPO,0.35382077802710127,-0.05443432481586585,0.5229636600742431,2.3492763898049893,0.13563025998301076,0.2993864532112354
0.75,0,SPPO-avg,0.061886068961219586,0.27383385173056274,0.530281415285631,0.7786253451549561,1.7062813046339351,0.3357199206917823
0.75,0,INPO-avg,0.36453685273513325,-0.02881693204335095,0.5223478722707969,2.287191778454864,0.19771487133313612,0.3357199206917823
0.75,0,MNPO-hist-avg,0.34008072102530945,-0.004360800333527148,0.5189230588930753,2.4305994608367,0.05430718895130002,0.3357199206917823
0.75,0,HT-MNPO-mix,0.3632194022172648,-0.027499481525482483,0.5224120533873042,2.2843772913144385,0.20052935847356182,0.3357199206917823
0.75,0,RONPO,0.3926443633262399,-0.05692444263445762,0.5175584273069729,2.3050697763479233,0.17983687344007715,0.3357199206917823
0.75,1,SPPO-avg,0.1170906394156561,0.15865241839095073,0.5880801292110592,0.9312056222674423,1.5537010275230845,0.27574305780660685
0.75,1,INPO-avg,0.34577705837244244,-0.07003400056583559,0.5565416988107714,2.0698193312528153,0.415087318535184,0.27574305780660685
0.75,1,MNPO-hist-avg,0.3676774048698167,-0.09193434706320985,0.5365196981646234,2.376651546653911,0.10825510313408934,0.27574305780660685
0.75,1,HT-MNPO-mix,0.34499817406611477,-0.06925511625950792,0.5565839672199339,2.0672199364238106,0.41768671336418983,0.27574305780660685
0.75,1,RONPO,0.3844845531531823,-0.10874149534657546,0.5477595862094402,2.2092445993389322,0.275662050449068,0.27574305780660685
0.75,2,SPPO-avg,0.12990545840958992,0.16976195364329286,0.5506100247507832,1.1390912288976047,1.3458154208922688,0.2996674120528828
0.75,2,INPO-avg,0.29640499449930824,0.003262417553574537,0.5630491625147718,1.9871789034239338,0.49772774636406636,0.2996674120528828
0.75,2,MNPO-hist-avg,0.30207628346372556,-0.0024088714108427833,0.5418962561075343,2.360695846079726,0.12421080370827392,0.2996674120528828
0.75,2,HT-MNPO-mix,0.29298736804203596,0.0066800440108468195,0.5631728182267204,1.9795175835616299,0.5053890662263706,0.2996674120528828
0.75,2,RONPO,0.34840830611395657,-0.04874089406107379,0.5435309385596616,2.234406580929224,0.25050006885877635,0.2996674120528828
0.75,3,SPPO-avg,0.19115780184089826,0.08400932047305842,0.5257239771887703,1.3090203947426877,1.1758862550474949,0.2751671223139567
0.75,3,INPO-avg,0.3235251020451139,-0.04835797973115724,0.5737510944764936,1.8653125205750856,0.619594129212915,0.2751671223139567
0.75,3,MNPO-hist-avg,0.3022741437165925,-0.027107021402635822,0.5436943205810392,2.356814759759758,0.1280918900282426,0.2751671223139567
0.75,3,HT-MNPO-mix,0.3205781553237439,-0.045411033009787216,0.5742499834705408,1.8522917690568927,0.6326148807311078,0.2751671223139567
0.75,3,RONPO,0.3910026042153086,-0.1158354819013519,0.5572241812170202,2.126199992469858,0.35870665731814255,0.2751671223139567
0.75,4,SPPO-avg,0.08623899637960274,0.1939926258775354,0.5535223134020748,0.833167506716997,1.6517391430732318,0.28023162225713816
0.75,4,INPO-avg,0.314651095559292,-0.034419473302153836,0.5532265237163436,2.016914152040373,0.4679924977476279,0.28023162225713816
0.75,4,MNPO-hist-avg,0.24408280130091242,0.036148820956225736,0.5380379152800757,2.3682924110286985,0.11661423875930146,0.28023162225713816
0.75,4,HT-MNPO-mix,0.3146254483482176,-0.03439382609107944,0.5533226297307026,2.0099434922504664,0.4749631575375341,0.28023162225713816
0.75,4,RONPO,0.31730190905427347,-0.03707028679713531,0.5342818966813375,2.2821956702962125,0.20271097949178843,0.28023162225713816
0.75,5,SPPO-avg,0.16138119113191254,0.17121786245110035,0.5990154488322902,0.9221021786060662,1.5628044711847886,0.3325990535830129
0.75,5,INPO-avg,0.3610387209974852,-0.02843966741447229,0.5800369947888839,1.8824224300697077,0.6024842197182926,0.3325990535830129
0.75,5,MNPO-hist-avg,0.3135333297682279,0.019065723814784996,0.5389405751973764,2.3706972917502207,0.11420935803777917,0.3325990535830129
0.75,5,HT-MNPO-mix,0.3606111556299365,-0.028012102046923615,0.5803442306984804,1.8763484550836367,0.6085581947043637,0.3325990535830129
0.75,5,RONPO,0.3758296514711409,-0.043230597888128,0.562694620365142,2.1126317909798713,0.37227485880812916,0.3325990535830129
0.75,6,SPPO-avg,0.024714779913171506,0.2712521272002279,0.6688977792556983,0.4105443344187794,2.074362315370295,0.2959669071133994
0.75,6,INPO-avg,0.2138712029151844,0.08209570419821499,0.5552455311633337,2.016378309565815,0.46852834022218487,0.2959669071133994
0.75,6,MNPO-hist-avg,0.26038489913434565,0.035582007979053754,0.5423310999145853,2.3550912289201205,0.12981542086787995,0.2959669071133994
0.75,6,HT-MNPO-mix,0.2134278789710199,0.08253902814237951,0.5550033131093546,2.017212445999784,0.4676942037882166,0.2959669071133994
0.75,6,RONPO,0.3175291749369511,-0.021562267823551695,0.5655312855395057,2.063700407194118,0.4212062425938819,0.2959669071133994
0.75,7,SPPO-avg,0.15618791352483774,0.22187281694624483,0.5268486100449651,1.3347023089522845,1.1502043408361258,0.3780607304710826
0.75,7,INPO-avg,0.2916033817279456,0.08645734874313699,0.5449186243479254,2.1272386754955313,0.35766797429246916,0.3780607304710826
0.75,7,MNPO-hist-avg,0.3430071331682294,0.03505359730285318,0.5318294486954711,2.395250344862907,0.08965630492509358,0.3780607304710826
0.75,7,HT-MNPO-mix,0.29089421088009937,0.0871665195909832,0.5446890086223501,2.124256175009906,0.3606504747780944,0.3780607304710826
0.75,7,RONPO,0.37486441724684966,0.003196313224232916,0.5401693632667846,2.242433235361315,0.24247341442668605,0.3780607304710826
0.75,8,SPPO-avg,0.0555579383234098,0.23674119279259906,0.5256758451031622,0.8394407094861076,1.6454659403037055,0.29229913111600886
0.75,8,INPO-avg,0.30393304358187084,-0.011633912465861984,0.5362961765453017,2.1491425632397463,0.33576408654825385,0.29229913111600886
0.75,8,MNPO-hist-avg,0.2883080644006899,0.003991066715318958,0.5228937349151385,2.413661869887348,0.0712447799006523,0.29229913111600886
0.75,8,HT-MNPO-mix,0.30325570141801383,-0.010956570302004975,0.5362701248254287,2.1444826862323323,0.34042396355566806,0.29229913111600886
0.75,8,RONPO,0.3420556805071652,-0.04975654939115637,0.5232212335653432,2.2732823831865416,0.21162426660145878,0.29229913111600886
0.75,9,SPPO-avg,0.0827027364708063,0.26623608854271924,0.5697013270123578,1.230266382551527,1.2546402672374333,0.3489388250135255
0.75,9,INPO-avg,0.32611728887116653,0.02282153614235899,0.5589000882102781,2.082712374659797,0.40219427512820394,0.3489388250135255
0.75,9,MNPO-hist-avg,0.2705067801865574,0.07843204482696814,0.5354320342861596,2.383315121448084,0.10159152833991641,0.3489388250135255
0.75,9,HT-MNPO-mix,0.32610808543585296,0.022830739577672565,0.5589491134626368,2.079639415945051,0.4052672338429496,0.3489388250135255
0.75,9,RONPO,0.3327817865698909,0.01615703844363464,0.5516489057070101,2.1840571970658504,0.3008494527221502,0.3489388250135255
1.0,0,SPPO-avg,0.18544925407275528,0.22349490664395957,0.712945974753193,0.3062518383320212,2.1786548114600115,0.40894416071671486
